"Group.1","x"
7,341
8,337
16,249
15,228
6,225
4,219
31,206
5,190
13,189
32,185
30,155
24,133
48,127
21,120
3,114
19,111
56,110
12,99
28,96
46,92
11,88
64,85
40,82
14,75
20,74
38,72
39,69
23,61
63,59
47,58
10,57
27,54
18,52
37,47
29,45
62,45
1,42
2,42
55,42
45,32
22,31
54,31
26,29
44,29
35,26
9,25
34,23
17,22
50,21
42,20
43,20
51,20
52,20
53,20
36,16
33,15
61,15
41,14
59,14
60,10
57,6
58,6
49,5
25,4
