"","anti_social_behaviour","bicycle_theft","burglary","criminal_damage_and_arson","drugs","other_crime","other_theft","possession_of_weapons","public_order","robbery","shoplifting","theft_from_the_person","vehicle_crime","violence_and_sexual_offences"
"V11",11.1282956195373,2.14564565750605,2.06519955988257,6.96728940160829,7.28779183508038,36.1518941936795,9.79066917712489,6.07776692442816,8.64679366052461,2.28273971452529,5.61309859299298,3.05564557288913,4.07012138952105,7.02312837615665
"V12",5.24431668736115,5.00636862127968,2.59861582981829,6.99863814841525,10.1289992382155,1.46232705818756,4.54417814448932,5.13285594628101,7.93453554735905,6.58926676587137,7.63556898172115,4.76978604115854,1.93723743922205,7.93679139943667
"V13",5.55139774065236,6.91108865615513,7.69028662794655,3.22962870033614,2.80223294190547,0.65591008208088,7.66864852796746,1.31690751688744,3.80308954382359,4.72526708160581,4.1298230533096,7.62924668706096,5.20244088596816,3.93009110826611
"V14",1.38289699879783,2.43432010916862,3.11219126852994,0.910126389349839,0.607734773886556,0.114831683843351,1.19413990642382,0.715759316853568,1.29294567435219,1.51542959223636,0.231642229006249,1.21947993007781,1.07253625261838,1.04275298456171
"V15",0.775475986065358,0.35565776100536,1.20588686686347,2.33589656508064,0.443009408053127,0.261822215153835,0.307688491907199,0.269456523752723,0.716555907197775,0.730740002066566,0.145276077580157,0.0922573998527367,2.57096845138478,1.05476499937353
"V16",0.35770007417649,0.95358857198513,1.94214153416221,0.124758085421924,0.205004250356773,-0.040081149474004,0.614206065459123,-0.0639483887383431,0.371731557624974,0.392037173096595,0.150283628568094,0.229444448879454,1.68005017086294,0.155855640209358
"V17",0.0332798194831965,-0.0326225358021443,1.09564850329746,-0.106886777774135,-0.115782092859685,-0.0225337694750841,-0.0630415149936839,-0.129824582750945,-0.10249647036072,-0.0133017721922973,-0.145726000654883,-0.096461354958511,1.08836789983243,-0.147507891266953
"V18",-0.399458963430878,-0.0392973238751667,0.684161956084356,-0.508263897356519,-0.348061974772856,-0.103671253872771,-0.140920534007627,-0.351643168369353,-0.343093806993054,-0.241144212115711,-0.175253714266555,-0.154065216607002,0.870288885450841,-0.490104964839473
"V19",-0.426301460909393,-0.245107780904709,-0.201166009019398,-0.639591826126645,-0.386685025738791,-0.0989299376685485,-0.253222485857144,-0.352912564788018,-0.424301938703487,-0.415989480769593,-0.226684091334152,-0.184824448402147,0.594891981630374,-0.502125773729692
"V20",-0.326525671599308,-0.2763362088224,-0.361801525210592,0.0882723763434023,-0.305396200742293,-0.0608703952609292,-0.221369373072591,-0.378761165828958,-0.331831698839065,-0.335895938977095,-0.20314729811209,-0.19335296326766,0.18150322915417,-0.262502921566865
"V21",1.89564423812461,2.3200264217119,1.42356059371156,2.86923388555649,2.94436220085784,0.722758271702337,2.71068548099377,1.9413234813488,4.19333155014335,2.06663148216088,7.18687698674521,3.11389334417724,1.11329824809742,3.08583893044805
"V22",3.59515965175154,2.06544743666003,1.11605385615482,2.40755637279117,2.61673273130069,0.38360664707641,1.25018455304921,1.3323263700979,3.43476427362416,2.21183674852722,0.900216526036642,1.44632936803251,0.663287933221546,2.65552228457963
"V23",1.45304868067259,5.98086476393673,3.00324859714284,1.9849056674863,1.62587632568277,0.570380333270054,3.42264343477985,1.50564158129905,2.21924934076087,2.37744147209151,1.27935135131059,3.46897447342076,1.77782860589494,2.12688919730228
"V24",0.819638955005889,0.37017671340003,1.57145802111062,1.26077971787973,0.394651579826761,0.0764439857692746,0.10566810941318,0.371766067650464,0.59466589936024,0.622711275548874,-0.000287798902627083,0.0910399730209105,0.828951811638461,0.917486901151306
"V25",0.0250468404510231,0.214891591320746,2.16056733449237,0.220875136213379,-0.0493633351925606,-0.0237869476906253,0.0589995012128998,-0.0535176469483447,-0.0776628337799026,0.333490566751573,-0.159669047605231,-0.00993397377987666,0.310227690197348,-0.0682492252208428
"V26",0.172421530647742,-0.0249118487906324,1.00265790952204,0.523500411285019,0.533325075630712,0.0570632010287876,0.00355125705659459,0.389514847102344,0.250936532856273,0.275770226255596,-0.11373064342475,-0.0243655222334777,0.415149796277929,0.408944187188236
"V27",-0.133927976553517,-0.205499542069549,1.06276371336554,0.289023478345506,-0.100282839184345,0.00247678756658886,-0.0804203780390698,-0.214959984117874,0.0396437345681571,-0.0910676734240842,-0.0866705023371793,-0.127707813230213,0.151402520131869,0.267654492514373
"V28",-0.308660020164346,-0.309940699762849,0.233822069416968,-0.283615337709952,-0.245897693566943,-0.0399914022022383,-0.183974228904813,-0.261271316997138,-0.266103374530467,-0.292933269848974,-0.20280257070578,-0.175644254532391,0.240995319453443,-0.261904310785699
"V29",-0.439920648515651,-0.34686669000395,0.360377119695398,-0.618282711328145,-0.416062111913051,-0.0849883208497385,-0.245069585818472,-0.355861939864551,-0.524488016424501,-0.426894704080073,-0.226617650697571,-0.198423453296813,-0.0278806557126878,-0.557930059616963
"V30",-0.508010676431421,-0.304818509667586,-0.397794474329134,-0.644447048547144,-0.426289414809529,-0.104923534993654,-0.280188646404783,-0.395472650105563,-0.51624242484502,-0.386625676894069,-0.230437224907769,-0.200354234740775,-0.00416302686733224,-0.592288939821584
"V31",4.10250359377969,1.81127141735195,1.95366561358431,3.86222330625483,4.69006397422417,0.449997089836213,2.74418153423972,3.38192055105733,4.17204523984687,4.33053006091982,3.00396387618288,2.52821628737484,1.22447510053922,4.09439601949345
"V32",1.49433678937038,1.94596216249952,0.940756196558819,1.69122757371982,0.684486191093447,0.282213093142613,1.02488861827838,0.702189433083769,1.8838464348652,1.03852171015191,4.4730133434126,0.792215473125763,0.806298469645455,1.70450383924174
"V33",1.09861592685882,3.87419187528516,1.13888291707421,1.18313897101697,0.414163601746302,0.251899613024681,1.05905878068091,0.603919398111926,1.78745343204435,0.859518457533473,0.915175324900791,0.718981036384526,0.680554931616576,1.45734598603401
"V34",0.953124496626783,1.47933608677331,0.839296979095837,1.05304606115662,1.60668580482446,0.176940706599942,1.54364759340124,1.10755821275222,1.33472414679677,1.67447858628959,0.223978106279174,2.84186698265708,0.190406044901926,1.48367488055511
"V35",0.615521184956914,1.63294993129815,0.532019969502243,0.310919751768262,0.372391256579953,0.0332561621597711,0.309248982029136,0.0323063090638403,0.82396975402386,0.792027948961976,0.0922028270000566,0.700996861442055,0.670456467206606,0.53422721789167
"V36",0.0631786306334799,0.917708919052369,0.60545011043253,-0.162198834848388,0.100843064007698,-0.0513924098455197,0.104163719034293,-0.185517986110771,0.0384050208149463,0.657101849569587,-0.0869142934064318,0.736381579516783,-0.289310005599584,-0.0469258414975472
"V37",1.04012814746783,-0.167397910049084,0.440685688491966,0.532847986932698,-0.161098763988186,0.00879690519957215,-0.0794025375478742,-0.0286527265665323,0.123462857453528,-0.0285969241397934,-0.0747317859304725,-0.129700740922929,0.0346709858994982,0.16446235357218
"V38",-0.0539550602581536,0.0426348470538774,0.521451952015652,-0.268146502983647,-0.19813174831306,-0.0335333025827525,-0.154792594139705,-0.294170444123329,-0.137353811720833,0.168608875645796,-0.139833583840084,-0.101389281356044,-0.241311123523135,-0.116529474078926
"V39",-0.325885543709336,-0.218321928496,1.09615904032316,-0.373472624319821,-0.348004903759986,-0.0953109523792995,-0.157969034199069,-0.312573506969077,-0.365223082320274,-0.341723540204037,-0.143933368576457,-0.166419411190125,-0.165077608160817,-0.364470806712742
"V40",-0.371458447431677,-0.368938142679281,0.438983345533393,-0.646999258346938,-0.362685031495835,-0.0860114944882008,-0.265738920250733,-0.332622943638705,-0.410647383611993,-0.356093029853373,-0.221506589504672,-0.20614736938482,-0.60147346420712,-0.458724981674189
"V41",0.983649926188087,0.685700629389799,1.11545821224246,2.06884356748749,1.47266021523448,0.264683263580358,0.632659070020665,1.71853135845227,2.08183638814023,2.82124447627985,0.824023891524996,0.420434718928314,0.983907128808708,2.04866618709896
"V42",2.19652158180561,0.456843565831391,0.777670666624182,1.68112194537969,0.585533960033634,0.38258079011417,0.783527374229777,0.382290825105537,2.03805739010108,0.67910726422205,1.56362907747942,0.30367928895628,0.55768772857227,1.63495542963235
"V43",1.07943911821231,0.843692825631785,0.333380004694233,0.900702402935286,0.301169971697912,0.148563136057069,0.444262580627209,0.223642464443494,1.4090302221666,0.369335982996462,0.666354789784932,0.191466269904813,0.297536057083031,0.903329334424618
"V44",0.12601930434551,3.39649569167049,0.0774865243199477,-0.208898075418413,-0.0150619869335855,0.0194112003973421,0.29744685323906,-0.158453923920992,0.133864676669762,-0.106895751177289,-0.0811526481662207,0.276802108149827,-0.0245974112456525,0.00740745114435921
"V45",0.295959597927514,1.07933412486138,-0.044885763314648,0.279522077746842,0.114124199529216,0.010502317035652,-0.0270063908863615,-0.0681941165753043,0.159474812541048,0.0659488157142898,-0.134116917166717,-0.00180916009067686,-0.0678469059123475,0.137634449145192
"V46",-0.119576981089167,-0.148044591551844,0.237747568834117,0.472048904682422,-0.189634014711246,-0.00159163121245971,-0.161197120798692,-0.152424288052816,-0.129362472369186,-0.154460914334132,-0.158517636834997,-0.144648079247071,0.442285025323603,0.0793217502990488
"V47",-0.0478883481367799,-0.15522493975576,-0.101229195720309,-0.0151245364651295,-0.174874176108177,-0.0177331951382148,-0.136430382229732,-0.303425771090595,0.246423110572389,-0.250720560888451,-0.121190294894715,-0.149839565947516,-0.204619099869903,0.121193483270673
"V48",-0.20850774499309,-0.263711302657234,0.277759513690666,0.224517172620781,-0.275273387681174,-0.07551178912062,-0.207480199438784,-0.29796364442556,-0.311700883122387,-0.379125909735517,-0.205739807426731,-0.187372879129172,-0.360568358326837,-0.183379877029353
"V49",-0.310079225989426,-0.277930842048091,0.010647668498965,-0.24198462405671,-0.320520835177956,-0.0539529360855314,-0.217428303554505,-0.234061229185948,-0.333525095653917,-0.307968321172197,-0.204619766452618,-0.183583599534976,-0.743531561787564,-0.262723866023562
"V50",-0.574901304051123,-0.436869099005646,0.0839221460257465,-0.847761301726194,-0.462590985758082,-0.122677660510883,-0.29798715846448,-0.378661643691988,-0.604880994869186,-0.483429663669648,-0.237300094830523,-0.222528342968177,-0.776724328943289,-0.670442751008207
"V51",1.12350095837376,0.677629218704087,0.638751995608723,1.76274838274059,4.85759659089002,0.261543397714086,0.818125245845156,2.32586810336682,1.96621926635176,1.1792890812982,0.43802862898215,0.672481559055396,0.700173545295428,1.58459648881796
"V52",1.8390051851601,0.315297220265481,1.16733212389775,1.88417119496628,1.56697834933204,0.182495558245538,0.416034388106782,1.34084819839401,1.52763796262918,1.45640709420477,0.579557934852284,0.199400003089787,2.17741535175096,1.48644876762883
"V53",2.18566405902229,0.235199599200833,0.692269749923156,0.671580168375047,0.654779913145728,0.0738572737412551,0.273438525932298,0.772795980808399,0.8303082146933,0.876882913428024,0.0150991662463333,0.118423461263318,0.700188433758332,0.845164240918373
"V54",2.59743245444584,-0.0173627640111659,-0.136350964329698,0.201859690305442,0.141936512359401,0.0192846590419089,-0.129104539036475,0.270008155191074,0.146650308696266,0.228291838794938,-0.146161635326862,-0.0334976398095757,-0.422595602664628,0.0789174629302956
"V55",0.760754916046116,0.109248870540994,-0.124961573907452,0.360934593282386,0.532082991367373,0.00368308296439426,-0.00617773997637679,0.0581114608013216,0.565635433309815,0.414704365426575,-0.0751258554608543,-0.0404380712462343,-0.0874402549999805,0.500232027903883
"V56",0.188786981431781,-0.157342034646736,-0.311315033550457,0.211231824868943,1.9453963228251,0.0224391792897206,-0.0893879285295721,0.0637715233236647,0.172783717832022,0.0380584698096785,-0.182164461035258,-0.0834302556800578,-0.287563340100872,0.163244765899803
"V57",1.01769468107169,-0.0681367235624175,-0.222547707896871,-0.399514728422048,-0.0703198641906623,-0.0716790477768077,-0.153643953331304,-0.146238578555572,-0.214422624893702,-0.207295890036767,-0.195580234902966,-0.133877907166919,-0.376656732613284,-0.15743340418641
"V58",-0.135239508552111,-0.276485110374776,0.0435683498733855,-0.063388430379392,-0.246126684126683,-0.00955397815121591,1.0325236571987,-0.126763522220498,-0.208451888979822,-0.247258117065103,0.10667148371002,-0.158090284773155,0.0703467171078008,-0.135769374788146
"V59",-0.38725181835302,0.573780585763484,-0.336855009675848,-0.405689258435576,-0.287094673613215,-0.071396195567502,-0.174097927001083,-0.35403514882266,-0.321905316893981,-0.321600917212329,-0.195419868552706,-0.0961482889273347,-0.151438936043639,-0.444549937179404
"V60",-0.17360130750007,-0.0477816340185166,-0.0176517954831057,-0.208338210537575,-0.203351431633839,-0.00529971191652496,0.267623844939835,-0.180107779113992,0.0598094069940059,-0.109000124933922,1.08760532568099,-0.0414710712197272,-0.276548337796938,-0.0772696466519427
"V61",0.443668787320196,0.399246006930504,0.373026212415586,1.0332635006857,2.610172558636,0.0803667087295533,0.287765980392596,0.964315874229616,1.16894206402804,0.490945580626038,0.1300088896594,0.166813928733588,0.353905193054068,0.955264314657832
"V62",0.837588433558427,0.562917188939576,0.486558909063473,0.78353820505706,1.19341905271903,0.245558577606502,0.342180833553897,1.04855634037981,1.16825943499042,1.3550065240507,0.190960955923843,0.460600821547136,0.170562596389642,1.12227713911129
"V63",0.503713160393573,0.100741898705877,0.437783513096812,0.565988132565112,0.301906177988128,0.0890018157463351,0.203662004317309,0.397378233827176,0.451103519643212,2.40190184369649,0.211521681550088,0.273431730291864,1.25528541421097,0.685072680328847
"V64",0.139846083498492,-0.151269309956036,0.318371338106249,0.268678330442633,0.138747162853345,-0.0186586242542791,-0.0370287922565703,-0.00475075925382274,0.0329351522893519,1.20207022371517,-0.131665713201759,-0.0142599631809661,0.0120287761233084,0.317238140007695
"V65",0.304382348458735,0.0995742637516824,0.106392077979238,0.512091147990373,0.74641753503069,0.0228359862675772,0.0636654164468734,2.00170356487606,0.39708004721419,0.470408440796781,0.0687695377563526,0.0568879591116727,0.040401620288328,0.559149271383312
"V66",-0.0652879688962574,-0.320587534562944,-0.663766736595174,-0.016173933220811,-0.0669263545134432,-0.0252045620049169,-0.184193739660221,-0.19494203959403,0.0747721625887469,-0.200606561774413,-0.201972962950324,-0.169250633260904,-0.414353114820301,0.243914819947079
"V67",-0.0933818606051516,-0.0806130563671952,-0.346892507659719,-0.371528951962113,-0.228176480417939,-0.0296101151629241,-0.133369728627661,-0.0526581261714788,-0.195083063007195,1.11262598694121,-0.128587640988819,-0.0298866472409757,-0.0739297795123163,-0.107006560095044
"V68",-0.163926938043586,-0.311036869652051,-0.180872295011552,-0.45307200807853,-0.275057643059188,-0.0773950490619846,-0.257715216359488,-0.408660297697835,-0.337704704279933,-0.433196779615215,-0.208286046640916,-0.187101303653595,-0.383489608373906,-0.333133701809861
"V69",-0.487969375149579,-0.381632913443666,-0.455545174982723,-0.449114270769689,-0.437412364629549,-0.0971007922577578,-0.292379319206699,-0.408108766739183,-0.477955144539877,-0.481931519798113,-0.216528004452587,-0.217137881484188,-0.750261449514902,-0.558036539340699
"V70",-0.542736840090395,-0.366116360787374,-0.236485791108659,-0.852409077291438,-0.462023719264471,-0.112175374017001,-0.282017760238856,-0.395059535890191,-0.556301722000423,-0.441380528906436,-0.234892408598651,-0.215977379435048,-0.473545468659689,-0.62875284830621
"V71",0.226717719671111,0.617019192704524,0.265165896079036,2.8456612783554,0.606197690585576,0.244115103620768,0.386221945299646,0.454768588967801,1.84305027110797,0.344599629787255,-0.00680565335350029,0.010245607033684,0.227367867543997,3.1444891396698
"V72",0.785697811121803,0.166902695009239,0.235483658611169,0.722322594513591,0.515522355152699,0.257247623731606,0.100503669117686,-0.228351527756817,0.501947995026427,0.469887867287501,0.0510937278424923,-0.0188181279607109,1.10112041252787,0.850488855173327
"V73",0.450860048513215,0.309920908577381,0.410340079561745,0.513694105090639,0.204005003897234,0.13459879728285,0.735046498919882,0.174439454705597,0.546946401327999,0.31451154757607,2.05006502413019,0.304180040278238,1.43922381865703,0.357202508405188
"V74",0.374180924851179,-0.0460547150101966,-0.175508272581507,0.0960512014356296,0.125364020224445,0.000685560386195165,-0.0389699497008428,-0.328551469837795,0.0713356661968124,-0.0962342718341604,-0.133475608224672,-0.124910301653914,0.860983220408437,0.0637882580650708
"V75",-0.236170378015488,-0.207587910710931,-0.208452946072017,-0.286904628928801,0.0378007676299622,-0.0236521382710102,-0.152691069275204,0.471493092186402,-0.239343934907673,0.0213462169449026,-0.217838490333973,-0.156720101485774,0.919230571790049,-0.175399661313587
"V76",-0.0773086210362324,-0.280239544561248,-0.498631780062818,-0.311924100711584,-0.0296612729590095,-0.0386243806783639,-0.197286875667796,1.26886164117579,-0.301324147579222,-0.263146407946783,-0.206969613707776,-0.180585482737187,-0.486395127504194,-0.0764085577779271
"V77",-0.174720008653333,-0.0714766609210719,0.291309373223604,-0.146018382585994,-0.0191371500627469,-0.0399700775467435,-0.130383376028134,0.761995621659454,-0.0508229239386677,-0.0247642137234962,-0.125471307839822,-0.120928234850179,-0.171181267609255,-0.0524116388960165
"V78",-0.207823041128555,-0.273538822327759,-0.544308202126537,-0.268284016976527,0.323358218354335,-2.87193937923893e-05,-0.1900260452833,0.540465083854911,-0.0429672849809785,0.195859208256132,-0.187640410378547,-0.10165734334737,-0.497885909549904,-0.0157968487679842
"V79",-0.374372158800328,-0.322506645149766,-0.500041411616261,-0.422128451525147,-0.281962014433194,-0.102147788630156,-0.263516532414692,-0.374856581991922,-0.396252117048373,0.219222450644579,-0.227658673416791,-0.140385317692023,-0.528941515726138,-0.294554166014173
"V80",-0.510605698209205,-0.364422173365767,-0.850954871733829,-0.702451274654975,-0.452434608763538,-0.105019633411906,-0.276121577683459,-0.406835341116209,-0.534175252532898,-0.460009130986572,-0.225701278530967,-0.209962179163568,-0.411848322972367,-0.562491547486388
"V81",0.0806824423753445,0.149489371121723,0.104662349319437,0.359524108844436,0.323703126552467,0.141970195634617,0.159558070594993,1.16211236675038,0.477566267057727,0.176448329440916,0.0554350209590675,-0.0194614477432306,1.151917292137,0.443244213871899
"V82",0.300571387299593,-0.0781669755633551,0.515170447452163,0.353906899931815,0.0299830495286149,0.0423452120712863,2.10901675937142,-0.196106970649196,0.274638038770116,0.194761684855968,0.258942439864638,-0.0262291992088442,0.731238348694763,0.166667498671579
"V83",0.129846009712838,-0.0968505683488777,0.550105569804885,0.906902744512924,0.0634887421503674,0.0107482684185849,-0.0384987814327746,-0.18563656727716,0.0599994121724138,0.0866712348277519,-0.15864937094659,-0.14003824318735,1.67746323202207,0.38822033543479
"V84",0.00536080729558118,-0.249640001116956,-0.414148385247331,0.507636423537661,-0.000835351136810889,0.0503816446027102,0.00650743957720176,0.113271522260497,0.0273892378375742,0.294549227904923,-0.158230190131187,-0.143431516628418,0.412495628673777,0.425013896537969
"V85",0.0986169132730269,-0.178588128160016,-0.290203891654303,0.77107630512412,0.0959963825515171,0.0100784709592375,-0.103131526067306,0.752994462361133,0.175981187706395,-0.0704924830689028,-0.0991723677105339,-0.142554058835029,-0.335182399655694,0.4588439797244
"V86",-0.353956121074447,-0.285247901106266,-0.457425842458428,-0.0471773655872865,-0.22798087574299,-0.067096859611691,-0.236370513132069,0.21358340232038,-0.307501764286257,-0.327637400792444,-0.190066876642,-0.186693693892575,-0.228642951211346,-0.259410320083758
"V87",-0.364007072944854,-0.318642156703128,-0.599172607229637,-0.625911216095101,-0.27949720824431,-0.0902590158477265,-0.264328048295927,0.173431634878077,-0.4077488901265,-0.339911638158171,-0.191214021367358,-0.192890365894567,-0.663564690649703,-0.408075368443961
"V88",-0.263549521497345,-0.291426661712987,-0.738809441102107,-0.529259837753138,-0.251980431137376,-0.0621157099375178,-0.267988245548884,-0.377380735750316,-0.139027775141112,-0.331098767118625,-0.199305778080364,-0.194147961835945,-0.761093955297929,-0.285879550320881
"V89",-0.594388531772153,-0.404913614150614,-0.676402282946159,-0.886664187193867,-0.492459824592278,-0.133081886337202,-0.327975314018771,-0.383882192892734,-0.571888911613229,-0.501084570811324,-0.230069650406023,-0.220919485451086,-0.891180902884526,-0.709300571739002
"V90",-0.765548921372216,-0.424550369008499,-1.21481288655559,-1.08436638086767,-0.465442195542873,-0.15386202878001,-0.373945653625972,0.141720672624504,-0.690695673197723,-0.573487839899841,-0.246656097179553,-0.203825601612565,-1.20919854767873,-0.89600413422594
"V91",0.710164297887004,1.47825498573552,0.369538605916562,0.857452779584229,2.47557970480449,0.0282317281832717,0.343568430413632,6.16792100924964,0.937748456191213,0.991716065277309,-0.145929001429493,0.437848371791582,0.46907359602761,0.885587115574276
"V92",0.74880894621966,-0.201109501199588,0.004050274967368,1.13268796823307,0.554227138588684,0.0694190803972629,-0.0765904939664939,0.648269775700684,0.314967134475775,0.247319005618906,-0.169395290410612,-0.110698065713739,0.302915158419637,0.595129893679907
"V93",0.371881076815018,-0.148213050779188,0.297997456845232,1.55064557743174,0.110180418594335,0.158335357910132,0.0439148476088119,-0.215427385059745,0.550879705185307,-0.0998336283170682,-0.0590571499223219,-0.14404423324995,0.213384108480932,0.970259577127644
"V94",-0.150050104180386,-0.21430654998917,0.287487986142134,1.20753861469473,-0.227514777680182,-0.0290338640371048,-0.136279676739311,-0.115933350494367,-0.107894623970768,-0.282009108063112,-0.17187324583614,-0.188922256365935,-0.342166566639972,0.0738608729144875
"V95",-0.0896890667990302,0.117069664528912,-0.308043599000677,0.541790112854312,0.00758548441757627,0.215235260788035,0.0194379799187056,-0.285402313621521,0.665050705525388,0.0156980826584142,0.490969283288525,-0.018357081134539,-0.19349392511361,0.678831682155753
"V96",-0.151341358995598,-0.343982632297787,-0.534476557996628,0.832601787310001,-0.224774044913424,-0.0339746947698545,-0.206028238983884,-0.210843404426276,-0.0742398402515055,-0.328332870176892,-0.189639464947829,-0.207585420610095,-0.24339420318741,0.0205745937735456
"V97",0.0663613584798187,-0.298782206792066,-0.541668955253477,0.194741849486762,-0.110109996555664,-0.0610075508897822,-0.231579314015496,-0.323501742160593,-0.245913398274033,-0.310359580164146,-0.211004866034163,-0.194671260447973,-0.757233435175591,-0.115766260437715
"V98",-0.451608667239941,-0.311616726260019,-0.719750464513581,0.049072676341645,-0.355609115339153,-0.0610565330827443,-0.266923907790821,-0.399817290131176,-0.337113649323509,-0.397068794763152,-0.173586182488971,-0.189494144858795,-0.563792574186979,-0.330062653119324
"V99",-0.53401912744846,-0.384316030368307,-0.972111501721699,-0.581273429108121,-0.420829281331248,-0.100653651178504,-0.304538718506454,-0.36919967694431,-0.494932087064619,-0.492997925786723,-0.206691859947094,-0.214866958368185,-0.941054648682468,-0.541292538187487
"V100",-0.79008986431396,-0.467143886235978,-1.21364061116427,-1.1139697735576,-0.55111172480631,-0.143172411688015,-0.38292891001743,-0.421298355258205,-0.70039902907621,-0.569561771756031,-0.245483106152942,-0.235597208405123,-1.24801104898841,-0.913588071966203
