"","anti_social_behaviour","bicycle_theft","burglary","criminal_damage_and_arson","drugs","other_crime","other_theft","possession_of_weapons","public_order","robbery","shoplifting","theft_from_the_person","vehicle_crime","violence_and_sexual_offences"
"V1",5.45744993159721,6.66179700590314,3.00656678440122,7.69403661668936,13.8751029063683,1.69715841992167,5.59961388276651,5.10386355588234,9.85511071295804,6.26946196420491,9.3729635401938,6.21386668794556,1.75870924175248,8.65535157722563
"V2",4.77430755567042,2.35711691012064,2.09051994692617,5.73633619758076,4.82049344105311,0.852854834237131,2.50771258175448,3.61913247831338,5.55963825004533,4.52880047133077,5.29674002878575,2.02480748051093,1.83412616031317,5.66237474846652
"V3",2.06877966414766,2.17398677805183,1.07883475609672,2.2605993426552,9.10267145692055,0.444227578368576,3.03613003726051,3.34978822698756,2.89182407469386,3.71844197833181,2.69897738861561,3.27484793344726,1.19062109919935,2.9926863588179
"V4",0.918358858805276,1.38223850318844,0.68536213404405,0.929514994666765,2.63533828268145,0.086604629436629,0.861877898792398,8.21505391493753,1.27050244775834,0.760323315495247,0.0358917725810539,1.08329191904614,0.381921126930972,0.991725963130505
"V5",3.71814085088481,3.66275602397922,3.76664710705138,2.66343418381937,1.35875647081025,0.562112518661847,3.99794666206461,25.8964537210718,2.64056245287996,2.4440576542483,0.179556227830389,5.79276209161134,2.44429837864137,2.54364922839616
"V6",0.398075053407384,0.0524794280295199,0.176062611831771,0.621341495378858,0.86245784853861,0.111405998288038,0.0824233624091108,1.82570081283771,0.520976561565239,0.66154576127018,0.0341619954061783,0.0799977441398574,0.0384533821433186,0.763395690049998
"V7",1.48867715937897,0.161471587885242,0.171798820744791,0.933278058172912,0.372964217206122,0.0913419876177181,0.203488249876319,0.237113740167941,0.968722748357087,0.339753431270405,0.161117363579931,0.0410532930415281,0.466394707654154,0.818566422533748
"V8",0.664629760647699,0.0323492590525957,0.544859735431996,0.579628837439879,0.531295153447285,0.100611696819769,0.196809967668857,0.596707061053647,0.73355913509189,2.26899883554163,0.148749573738005,0.240365804864314,1.09431545951824,0.90125707265129
"V9",15.427309858751,10.0021955113572,11.2034653115179,9.34455299791534,11.8274768641733,14.2768668514489,20.4214892870895,7.1382626202952,13.6960797995444,13.8182389742886,11.7308982870656,18.5400201981771,5.60331577251104,14.0541573629297
"V10",1.52908275377995,1.79260891409476,1.26155262043779,2.49157632207811,2.38324096916499,0.62697504806696,2.69300742545051,1.58871812885599,3.75316163592348,1.95074056082152,6.98375744330975,2.94949882474582,1.18145220883452,2.57947189837553
"V11",2.15735180379485,1.19521057465154,1.76308340545872,2.58472811711848,1.9723447121411,0.428570616059688,1.14966390029786,2.63572873850684,2.57646172610836,4.13288821530326,1.55190660943886,1.11079577602832,1.36962424355841,2.61893200820798
"V12",0.248029213597415,0.613480046859087,0.191092974797163,2.71629047797922,0.353677300357678,0.313917451170408,0.422079116900367,0.494604120945447,1.87687571146675,0.272627899415129,-0.0534589100771568,-0.0238593606557415,0.413529999520722,3.60695817114799
"V13",0.281644651504516,0.347079628498884,-0.16756923174255,2.29774923853006,2.51762856086858,0.281869930636711,0.342815425854892,1.52416014550918,1.96229842388369,0.513587247938078,0.128933141893934,0.266095743754724,-0.33362026978166,1.2080597242653
"V14",1.40997334819451,0.779741327182917,0.922859464036051,1.6026244970788,1.70273847371566,0.175096703900018,0.485720089895187,1.96139354312852,1.59211194020984,1.50258337015656,0.363597934504108,0.343163717839831,1.11221330165487,1.44174207056752
"V15",-0.108107612608186,-0.164420049679728,-0.0894207685201103,0.0333400497700979,0.0607462094694058,-0.0357868020650398,-0.124440951242894,0.864369367977558,-0.0565366891656972,0.0258362082310485,-0.158462110955367,-0.136561742986785,-0.11058926810436,0.0561203824803146
"V16",0.0941662050160029,0.0751750439535629,0.252279582221652,0.446400809012334,0.35366221977639,0.112072105421919,0.16899825650644,1.10828967530468,0.449610120741192,0.209142891389907,0.129162123449824,-0.0520704842239763,1.15734520403496,0.399209045766198
"V17",6.80550733324357,8.72828488997419,9.04325528399815,4.33860007214105,2.80339789516757,0.982754592317331,9.85388553977321,2.26100988517711,4.91298628902561,7.0898032459259,6.94588741610048,10.3721090056129,7.93392133609262,5.59606255556608
"V18",1.34876819950681,2.77438665334845,1.28713383038234,1.39045227279246,0.413777886166872,0.277468925295116,1.32017221714981,0.819887215463078,1.69363395704853,0.927769062281312,4.19144268821266,0.901215701242277,0.462756267485209,1.6278544568193
"V19",0.822981183708497,0.268315391195157,1.20376879451352,2.34771674508268,0.474724359427642,0.263172887879638,0.291509054948721,0.206828852718695,0.755612791535822,0.692922639951505,0.174744004400686,0.0535546173641578,2.48378292489181,1.08870009221745
"V20",1.63232131820548,0.465867088873128,0.591279340899648,1.57683014602597,0.734818918878192,0.440636376115748,0.755737962567207,0.369864557901886,1.9113576498212,1.08782586754029,1.93614141902857,0.421064410054625,0.364682702383862,1.54543150320354
"V21",0.425158870588366,-0.0716371098490926,0.229339776450639,1.62937085979885,0.16348941858437,0.158744103377383,0.00388636379259755,-0.13581602337794,0.408550131120421,0.0109895996331607,-0.00678327950428675,-0.142382537998813,0.450207029141094,0.860590033894277
"V22",0.164852414136477,-0.0896122661737132,-0.00780898880569194,0.322973641176682,0.0335146637064359,-0.00322900584665914,-0.08090339809021,-0.187066332582025,0.0128206401786072,0.0425049080763814,-0.139026899071615,-0.119614760500694,0.944980263158114,0.113300366187607
"V23",-0.191563523144353,-0.291298538209847,-0.53661421402207,-0.0179242413923771,-0.162932175954469,-0.0447748240982429,-0.17843753135772,-0.182242061117542,-0.172221474616626,-0.120718682880591,-0.181191414016418,-0.155144350660484,0.0832763494007092,-0.00314625431635598
"V24",-0.267735072254254,-0.0945567374465674,-0.18206817259935,-0.316282933502208,-0.174957473626953,-0.0720557253273004,-0.144978819555877,-0.16097259148117,-0.289675054779488,-0.21255681079604,-0.191240002998648,-0.145481483885232,1.44438794629068,-0.357052996885381
"V25",2.86919308788013,6.04883053578732,5.44630489973012,2.25892049487505,2.73797665805299,0.505894667471175,5.63306386529548,2.25318724977347,3.1994055170228,3.39567821773104,1.50136334681868,5.52920259200395,1.88837093365804,3.03563203104074
"V26",0.761010667444844,1.52306880628079,0.887709992252075,1.19478478763822,1.67055863859948,0.175955305768913,1.43453744714372,1.04893704182405,1.36429663715753,1.64901941363629,0.275081360494371,2.76655874458699,0.224390912393812,1.56885997805241
"V27",1.15144440506453,0.705151584097363,0.529816555170905,2.04387848105029,0.673742008969969,0.219383140484033,0.894791627757255,0.47802360269045,1.49360112493223,1.01083015274066,2.9837064056136,0.313424856109748,2.73353570440858,1.34008966311824
"V28",3.6872406136061,1.65570878310474,1.18137062010653,2.80859800405975,2.7113942224024,0.340776418854672,1.31330980977462,1.37921291984296,3.57042962119443,1.81634880855922,1.16848560861229,1.30977643363575,0.40664308186967,3.03313901631124
"V29",0.0892238102424148,0.195642295798518,-0.0207253247759628,0.197958363508621,0.0015157911771537,0.0444146511158508,0.350952202564435,-0.15448236817979,0.417197938457963,0.0124254158445305,1.4484773324879,0.102942925312173,0.173733452728282,0.234709288354061
"V30",0.0272376964313838,-0.222640853553617,0.476098714049457,0.633488577764583,-0.214968440861818,-0.00811721107131291,-0.137768690771663,-0.116355827143643,-0.165568584596083,-0.225526712784661,-0.166394605811294,-0.174015451555443,0.0472988315828559,0.100003042542926
"V31",0.0818902853152577,-0.17061619939262,-0.151141275392759,-0.0876017880119521,0.0407022024770426,-0.0222319004973179,-0.113327749096859,0.00588636750431178,-0.0998770329514385,0.968703708655443,-0.172929027014912,-0.0649633171270129,0.135934463294573,0.0887860196017495
"V32",-0.215082104585649,-0.0430518595205619,0.852059114888156,-0.304549994612149,-0.281295192851384,-0.0518924263968399,-0.158318692256446,-0.247287208168585,-0.276596401862492,-0.185130570283205,-0.1635069616456,-0.151451373376127,0.909131632433981,-0.328638093411194
"V33",2.05900536158479,4.75783544879417,2.46821859982488,1.84476206327527,2.26633088281901,0.500815381733669,2.65501476640217,1.30557472550007,2.50634027491062,2.90849529802958,1.25460143938809,3.10482087117887,2.06116080369303,2.2009743181036
"V34",0.100677833309712,2.97806482968424,0.0607274494433134,-0.198576227344179,0.0267324704201596,0.0158765516362718,0.312056612610329,-0.0799569712759374,0.131016966465392,-0.0405540069581745,-0.0499746851874673,0.214920675403059,0.45284031832691,-0.00717535287828977
"V35",0.935206700408735,0.701114228505465,0.809809315724518,0.9592163217925,4.10581687179628,0.146935758437724,0.533886828819302,1.41979561719619,1.27716236784237,0.923522670900119,0.318976742182678,0.420986565674133,0.565602333238312,1.1690306854891
"V36",3.22959305833924,0.432586659983193,0.509420220986864,0.782940424649842,0.720845680673989,0.188554170585886,0.335068968838847,0.719398507164162,1.12775959313431,0.57534543494616,0.254331073044723,0.258754467965435,0.144064810303702,0.938732419193738
"V37",0.322816150164096,-0.171062435462413,-0.027777327933628,0.678257035246613,0.197865842903096,0.091884003974482,0.0790780684898115,0.223813098499974,0.491501814355199,0.221584564222157,-0.0432675698556297,-0.101123378785993,0.0342546601844308,0.646806649405767
"V38",-0.0663385447686551,-0.301621718207113,-0.391950876914312,0.755364186002299,-0.179815074850981,-0.0268540114022359,-0.19604889418474,-0.150345452582562,-0.0535538132511678,-0.289092068443888,-0.182819902350713,-0.1911499523628,-0.36552991519514,0.0306242216465302
"V39",-0.241803154807995,0.869759551600468,-0.0526593147121282,-0.234579929865829,-0.161896147097357,-0.0622115978624908,-0.0986234490445379,-0.26891877214366,-0.227155633832512,-0.163244925161795,-0.110969302384557,-0.0536534621847898,-0.00219566474150313,-0.274276832852404
"V40",-0.460718297493216,-0.30402004428709,-0.585763376852696,-0.655913779770459,-0.414151956608888,-0.105218018195028,-0.262832005821147,-0.354129917521677,-0.474057156412791,-0.419905046691129,-0.226597355671839,-0.209105244363285,-0.153710072018562,-0.523058100802151
