"Group.1","x"
56,390
64,338
40,305
62,279
54,269
55,232
23,221
48,207
52,205
63,193
61,171
38,136
15,131
30,118
37,108
22,107
46,102
24,99
32,99
31,98
39,86
60,83
51,73
47,72
21,70
16,63
6,58
49,57
44,50
43,48
7,45
29,43
50,38
19,37
45,36
53,36
8,34
14,32
20,32
59,29
36,24
35,23
41,22
42,21
12,19
26,19
28,19
10,18
13,15
34,15
2,14
33,14
18,13
58,13
25,12
27,12
11,10
57,8
9,6
17,6
3,5
4,5
1,4
5,2
